ID,age,isfemale,isforeign
83,43.97987565752539,0,0
84,42.240742642133625,0,0
85,34.64080650267481,0,1
86,49.45603577884849,1,0
87,39.91734432115916,1,0
88,45.212380462668705,1,1
89,52.05755988122061,0,0
90,66.20099254893614,0,0
91,47.61765809528572,1,1
92,29.672803984815488,1,0
93,50.04682523794709,0,0
94,56.737778242494855,1,0
95,40.74696141169028,0,0
96,53.841144562045116,0,0
97,44.91306853171392,0,1
98,58.588322073788376,0,0
99,51.07505043069453,0,0
100,40.53308573285059,0,1
101,46.94320129921071,1,0
102,41.70574793191249,0,1
103,44.80673404275292,0,0
104,28.78112742867965,1,1
105,44.473422599468655,0,1
106,56.16501746920695,0,0
107,53.501920046466736,1,0
108,39.68443831076693,0,1
109,37.698265115177506,0,1
110,38.51613618543113,0,0
111,35.20004959942438,0,0
112,51.50740905472114,1,0
113,42.52596670697503,1,1
114,41.640815660759905,1,0
115,44.93872445163834,1,1
116,51.51377229680499,1,0
117,63.42221773278529,0,0
118,25.240057624879057,1,1
119,35.78479677879334,0,0
120,73.18960838210799,1,0
121,39.30705556345529,1,1
122,47.59588392252153,0,0
123,49.162263960867115,0,0
124,37.714031148075065,0,0
125,38.499721026360035,0,0
126,37.53187749846224,1,0
127,28.72840872185122,1,0
128,55.34278597470339,0,0
129,56.669954088748426,0,1
130,33.198399184879115,0,1
131,59.96136272849894,0,0
132,50.0195972656555,0,0
133,60.55912161449298,0,0
134,44.39738153739077,1,1
135,54.94835405091216,0,0
136,50.09611015785263,0,0
137,33.78233779452179,1,1
138,43.415566855995635,0,1
139,50.15687871469036,1,0
140,60.31092815441142,1,0
141,50.36490288053473,0,0
142,30.363581020159614,0,1
143,41.41508552644244,0,0
144,48.851192841284714,0,1
145,36.02222892098819,0,1
146,43.980026245726656,1,0
147,46.34897204608816,0,0
148,28.06231069967553,0,0
149,48.32391378577087,0,0
150,59.16061461285746,1,0
151,22.498604711364784,0,0
152,43.026888192712136,0,0
153,31.987209069769385,0,0
154,46.70529791957857,1,0
155,46.96498761926682,0,0
156,43.34381328441235,1,1
157,46.13973750207242,1,1
158,34.53964763796414,0,1
159,30.991662981204296,1,0
160,37.44185611341938,0,1
161,36.97813605503643,1,0
162,45.13511323860795,1,0
163,43.426788937748356,0,0
164,38.093914542029836,0,0
165,46.31142089219424,1,0
166,55.976300237834835,0,0
167,57.00588864434755,0,0
168,44.35411212825939,0,0
169,48.53608042375881,0,1
170,26.879105808169815,1,0
171,33.302385812059754,0,1
172,18.0,0,0
173,27.65669875712233,0,1
174,49.11197812209877,1,0
175,40.37668610783679,0,0
176,30.442109147912596,1,0
177,49.221549847278304,0,0
178,39.68400120027347,1,0
179,57.62711972777761,0,0
180,21.708321779197625,0,0
181,47.129405864815844,0,1
182,65.80253430776105,1,1
183,69.83028851993886,1,0
184,52.46358689353067,0,0
185,51.851930428820765,1,1
186,42.788415351982984,1,0
187,40.37134369603037,0,0
188,38.585933763986795,0,1
189,31.914468227721247,0,1
190,18.0,0,1
191,37.42590187050495,1,1
192,40.421760258416384,1,0
193,33.81249693085479,1,0
194,37.684717630565146,0,0
195,43.68468900781776,0,1
196,59.01724100757115,1,1
197,47.380205683349615,1,0
198,39.69241696639548,1,1
199,39.67234682316363,1,1
200,47.518995022982786,1,0
201,41.84200386655295,0,0
202,40.130860799616414,0,1
203,30.762275558182587,1,1
204,46.7109177749446,1,0
205,49.624633093817536,0,1
206,37.855734882416755,0,0
207,23.912725202136656,1,0
208,45.01136586140776,0,0
209,40.37363957673385,0,0
210,39.83053663296023,0,1
211,37.259498888079335,1,0
212,46.89930286458811,1,0
213,36.293124143548454,0,0
214,64.60556824746659,1,0
215,35.08733859680028,0,1
216,18.0,0,0
217,47.85642047720692,1,0
218,39.36393511462066,1,0
219,43.12199871871692,1,0
220,30.776956206120563,1,1
221,45.36692944392862,0,1
222,39.50550748044668,0,0
223,54.86622570041284,0,0
224,60.17350506236239,0,0
225,37.23289558476738,0,1
226,25.2317923007188,1,0
227,49.28137255404888,0,0
228,26.828831742398325,1,0
229,35.17677637656454,1,1
230,54.15856495174685,1,0
231,45.93951615779608,0,0
232,31.583108370809185,0,0
233,37.905083353501695,0,0
234,34.49123894435972,0,1
235,37.12436395205816,1,0
236,44.453313937441465,0,1
237,40.77541880849375,0,1
238,26.592648489325015,1,1
239,18.56092855322034,0,1
240,45.149115635691565,1,1
241,43.861076792180775,1,0
242,36.027210343467694,1,1
243,37.46822557512012,0,0
244,44.37439227173127,0,0
245,43.11380224583926,1,0
246,30.60373734448676,0,1
247,31.871684623984294,1,1
248,38.2012749657827,1,0
249,33.68446664601338,1,0
250,45.97759783019344,0,0
251,47.026119579468414,0,0
252,48.197518452468415,1,0
253,31.897745076117467,0,0
254,25.85761143467916,0,0
255,48.040043574715625,0,0
256,54.693883674353906,1,0
257,22.20569584913779,1,0
258,48.36794553081502,0,1
259,39.58724736494805,0,1
260,64.67969244040157,1,0
261,48.612310728797155,1,0
262,18.928976813584892,0,1
263,57.51869259967516,0,0
264,38.25182758657685,1,0
265,48.00391132451511,1,0
266,45.827438675648,1,0
267,48.83992324523594,1,0
268,60.414742844662726,0,0
269,40.80462130822792,0,1
270,60.27161745375882,1,0
271,39.62071150440161,1,0
272,47.229613839847616,1,0
273,59.16912595934523,1,0
274,47.66630195198682,0,0
275,58.51039212001354,0,0
276,39.03030810567149,1,0
277,42.795467668129746,1,0
278,56.026241828751004,1,0
279,56.922450317472254,1,0
280,54.385783262149076,1,0
281,53.73699627745274,0,0
282,47.11232152940977,0,0
283,33.69092561998684,0,0
284,38.848557103256596,0,0
285,36.02147678848768,0,0
286,55.49579463500065,0,0
287,34.85686164785906,0,0
288,20.102230877164438,0,0
289,47.32625025060106,0,0
290,41.041568930200576,0,1
291,51.2110946527425,0,0
292,54.31568023585008,1,0
293,45.103750378878956,0,0
294,41.08565271201474,0,0
295,44.59381140214219,0,0
296,42.94111423092947,1,1
297,40.41496687103763,0,0
298,39.99757778073021,1,0
299,56.209272745435236,0,0
300,48.48325424708401,0,0
301,33.59257181562403,0,1
302,39.839499230822085,0,0
303,46.56456980153651,1,0
304,28.955843530076976,1,0
305,43.00853245054559,1,1
306,44.41380479428855,0,0
307,44.293189557027524,0,0
308,39.90429550580413,1,0
309,40.648286684632346,0,0
310,46.59826732121548,0,0
311,26.745601090831997,0,1
312,39.46486183403046,0,1
313,43.79447624977244,1,0
314,42.65195105486203,1,1
315,31.4772303879614,1,1
316,47.45317912174336,0,0
317,48.66113625918051,0,0
318,51.35714306634835,0,0
319,40.6299335450894,0,1
320,41.14763402941851,0,0
321,47.8999124149384,1,0
322,50.788168142480444,1,0
323,40.99291846996388,0,0
324,23.928319199339082,1,0
325,44.62548190386744,1,1
326,54.05834396868932,0,0
327,32.99995115654162,1,1
328,54.471941441193586,0,0
329,49.48354812297491,0,0
330,29.270107358764218,0,0
331,52.47010576643498,1,1
332,52.06802131547897,0,0
333,42.61543998492139,0,0
334,54.356968999638354,0,0
335,44.5742773997274,0,1
336,37.74117770319193,1,0
337,51.408780687238,1,0
338,36.620859729219845,0,0
339,44.08348513651028,0,0
340,42.14386392296481,0,1
341,57.150400723029676,0,0
342,44.798600092575924,0,1
343,33.808368753154845,0,1
344,27.889373595448237,0,0
345,37.86916427606971,1,1
346,70.60455880408134,1,0
347,59.92827548807438,0,0
348,36.59053982504032,0,0
349,57.94074813621722,1,1
350,53.1718597642478,0,1
351,38.38026127676669,1,0
352,67.00394344179918,1,1
353,41.79537458598548,0,0
354,51.24856368579731,0,1
355,22.56484654592018,1,1
356,32.848772826672686,0,0
357,52.75634264306897,0,0
358,40.210780023114374,1,1
359,53.22800634110309,0,0
360,59.50262759272034,0,0
361,35.47401321454988,1,0
362,45.71275694827977,0,0
363,51.99903504572165,0,0
364,52.09189987739418,1,1
365,32.5215368940038,0,0
366,29.909149010783047,1,0
367,46.86212913803988,1,0
368,60.194844888240134,0,0
369,41.82167435031639,0,1
370,35.33984174678348,0,0
371,33.494296433055574,0,1
372,41.789074584854475,0,0
373,26.859456427049537,1,0
374,39.84037175209275,0,1
375,37.228700024048166,0,0
376,39.76791431559267,1,1
377,62.45210733540421,0,0
378,56.92109910079718,1,0
379,51.4920119220786,0,0
380,40.43350347845974,0,0
381,48.45378976214639,1,1
382,31.437752520071157,1,0
383,35.90305078497728,1,0
384,41.6709004238273,1,0
385,55.32669149914483,1,0
386,37.33910056342949,0,0
387,41.58519670766823,0,1
388,32.51783347608016,1,0
389,52.61293242354783,1,0
390,50.56002033245927,1,0
391,58.15232881105175,0,0
392,44.162320571107585,0,0
393,54.33203271418925,1,0
394,28.954461589300024,0,0
395,34.85691647849876,1,0
396,39.667093887971184,1,0
397,34.805216495505114,0,0
398,44.92067387641306,1,0
399,58.0169706207545,1,0
400,43.30195657659207,0,0
401,40.726140136641455,1,0
402,53.99230348550073,0,1
403,26.636620177946604,1,1
404,42.80087953725536,0,0
405,37.447999514135645,1,0
406,40.98034088525708,0,1
407,40.27048310082363,0,0
408,25.336783521885813,1,1
409,42.751289703417775,0,0
410,40.950704303808024,0,0
411,41.70245569609845,1,0
412,26.005592770445723,1,1
413,47.54170614286677,0,0
414,49.64121620607176,1,0
415,39.67163987207978,0,1
416,41.162734462158035,0,0
417,36.48857693954149,0,0
418,39.81349623214998,1,0
419,58.61315054305141,1,0
420,40.152422495273925,1,0
421,45.67519929256309,1,0
422,46.05386786027165,0,0
423,35.62427593385438,0,0
424,39.72069800735969,0,0
425,42.53164514750736,0,1
426,38.29312448382852,0,0
427,36.453301990744656,1,0
428,21.92454399268091,0,1
429,51.548254826242975,0,0
430,32.94928235037837,0,1
431,35.06031809058425,1,0
432,39.20746392082451,1,1
433,43.14380910157536,0,1
434,34.34645996664109,0,1
435,61.67528539590836,1,0
436,52.90477882216957,0,1
437,37.89081902561916,1,1
438,47.890156176465716,1,0
439,27.969979109252264,0,0
440,50.541362350035996,0,0
441,46.91157480138431,1,0
442,24.665379328963716,0,0
443,40.63202350338121,0,0
444,29.146847427761923,1,0
445,52.97877222072263,1,0
446,31.470328541183193,1,0
447,28.182506497288216,1,0
448,34.384530075358484,0,0
449,37.73816214015912,0,1
450,37.985282347392555,1,1
451,35.95312595738395,0,0
452,39.12159636568549,0,1
453,36.90212159729288,1,0
454,46.15421580701091,0,0
455,51.18818915158532,0,0
456,44.94008243763702,0,0
457,42.0663226815657,0,0
458,39.16222823931397,0,1
459,35.14270162353471,0,0
460,52.657555444436866,0,0
461,43.61957293895688,1,0
462,57.97603266225245,1,0
463,58.440698828271564,0,1
464,24.325474699783392,1,1
465,50.406463103722494,0,0
466,40.94321395435289,0,0
467,46.389107539277234,1,0
468,43.49694996277241,0,0
469,31.955568818006157,1,0
470,50.473894088153926,0,0
471,37.62591686793548,1,0
472,58.920343609150635,0,0
473,41.59692194860774,1,0
474,41.216198721554214,0,1
475,49.673179027259074,1,0
476,49.09179611962907,0,0
477,50.23394825795384,0,0
478,50.863749659464816,1,0
479,37.4265073950543,0,1
480,40.3546558482806,1,0
481,51.16119621069798,1,0
482,40.17783285291105,0,1
483,36.952918596482576,1,0
484,39.63186664163738,0,1
485,25.640688162073445,1,1
486,37.58233912848215,0,1
487,42.3773082742018,0,0
488,39.02808862349072,1,1
489,44.6013117639795,1,0
490,51.424229054333466,0,0
491,57.426968025448765,1,0
492,34.40454765261831,0,1
493,38.44358774820851,0,0
494,45.355262410967725,0,0
495,34.622117585159074,0,0
496,57.399577901615096,0,1
497,44.78067747733515,0,0
498,30.71770197643599,1,1
499,37.66703572288261,1,0
500,31.846343015385408,1,1
501,53.40114958875985,0,0
502,46.61631768546201,0,0
503,64.50022317515779,1,0
504,18.0,1,0
505,56.540198493066995,0,0
506,20.54928097223287,1,0
507,34.92685252178464,1,0
508,43.19265787388393,1,0
509,36.54794234581256,1,0
510,32.04084755952499,1,1
511,51.6837006376887,0,0
512,56.71136090508102,1,0
513,53.080289576590204,1,0
514,42.51241319744082,0,1
515,40.64956344107712,0,1
516,21.900049923491736,0,1
517,34.19199758439726,1,1
518,34.600228849915204,1,0
519,55.975287830512215,0,0
520,56.10676160516533,0,0
521,29.813331795089077,0,1
522,23.42017639375841,1,1
523,63.76504757130924,1,0
524,67.55812202013782,1,0
525,33.41945109995326,0,0
526,30.940886226138087,0,0
527,39.49590852749898,0,0
528,49.90204286425405,0,0
529,52.67780731989066,1,0
530,28.87168706917353,1,1
531,56.357239687511495,1,1
532,37.6027760808392,1,0
533,44.59119238269003,0,0
534,41.63924821445158,1,0
535,39.60407945913509,1,0
536,63.16794715794852,1,0
537,22.67897178520375,0,0
538,40.51797048515118,0,1
539,53.36607386974876,0,1
540,25.020478490258906,1,0
541,42.062534461322045,1,0
542,50.88743060830349,0,0
543,50.49718413964201,1,1
544,41.26881797330749,1,1
545,26.801534340368,0,1
546,44.93361250507237,0,1
547,31.85889862548022,1,1
548,47.56573195186446,0,0
549,25.590303064193193,1,0
550,42.74139438515959,0,0
551,39.511239352059576,1,1
552,40.756233923620954,0,0
553,48.295233785178674,0,0
554,48.694576426127185,1,0
555,57.653092000818575,0,1
556,36.92165464178717,0,0
557,54.02454828123561,0,0
558,39.70210956846488,1,1
559,51.146221138114456,1,0
560,49.796670723113365,1,0
561,44.471030053522654,0,0
562,46.69472124268757,0,1
563,35.740166498791055,0,0
564,45.74314556365907,0,1
565,30.297888408224217,0,0
566,44.439424913730576,0,1
567,46.65257996682368,0,1
568,26.831954484134705,1,0
569,32.802378748882745,0,0
570,32.12198959577047,0,1
571,54.89529368444424,1,0
572,55.17330156391252,0,0
573,41.01528683850319,1,0
574,47.740071972898534,1,0
575,34.05654009340218,1,0
576,42.677253196418775,0,0
577,53.71796371284921,1,0
578,54.969172204136285,0,0
579,59.669654925021106,0,0
580,36.90238951770056,0,0
581,43.265261518102086,1,0
582,34.70900630952889,0,0
583,46.25254678421643,0,0
584,41.57985428057929,1,0
585,46.64922781706509,0,0
586,41.76374079849578,0,0
587,70.72844525505744,0,0
588,49.24749369073058,0,0
589,37.702361753793134,0,0
590,41.59994697314734,0,0
591,47.23374568436479,1,0
592,36.243609115822196,0,0
593,41.46790759022753,0,0
594,30.597939188383645,1,0
595,34.61790561057878,0,1
596,31.035907731774977,1,1
597,20.406439883352014,0,1
598,42.99072113676456,0,0
599,36.97379165416102,0,0
600,24.089199502650537,0,0
601,53.58632177675976,0,0
602,53.83244063605952,0,0
603,32.41528785247894,0,1
604,46.39462432188641,0,1
605,35.06709810723954,0,0
606,38.07350090140568,0,0
607,41.68138864498465,0,0
608,58.12040977354059,0,0
609,45.07598360718303,1,0
610,52.50745775456606,0,0
611,28.216666457961384,1,0
612,39.581819834481884,1,0
613,52.62048583918287,0,0
614,43.60888396676033,1,0
615,42.93682676606833,1,0
616,40.8515432961878,0,0
617,53.656525591852805,0,0
618,45.17713708017389,1,0
619,31.771130086680163,1,0
620,37.818699222195214,0,0
621,67.50398751887218,0,0
622,44.09549254754607,0,0
623,24.597240289513152,0,0
624,42.675606321140116,1,1
625,52.32846668504408,0,0
626,57.958580845152845,0,0
627,42.175412685528975,1,0
628,65.74170277495445,0,0
629,45.01225923000795,0,1
630,61.87192295341808,1,1
631,43.921965968040766,1,0
632,51.68157565005256,0,1
633,60.152414083972445,0,1
634,38.1610159462233,0,1
635,33.691501015049724,0,0
636,30.037656856674793,0,0
637,41.6740392103956,0,0
638,30.011589489964056,0,1
639,32.998451941701276,0,1
640,40.848387704874106,0,0
641,39.03695495701793,0,1
642,37.241319999276676,0,1
643,30.05413759204032,0,0
644,29.248015756085586,0,0
645,60.03118427565046,1,1
646,55.773144790553204,0,0
647,45.07684002956824,1,0
648,62.21153596449054,1,0
649,43.766167960495565,0,0
650,35.0654472249886,0,0
651,53.749606839608184,0,1
652,55.45009135628874,0,0
653,59.37983431674637,1,0
654,31.778964714434494,0,1
655,38.20589805876646,0,0
656,38.874915781845424,0,1
657,37.4806120342757,0,0
658,34.30877502014458,1,1
659,45.22019747603636,0,0
660,36.89932984563238,0,0
661,38.054692259404156,1,1
662,42.97684515229344,1,0
663,40.962491751147425,0,0
664,69.02384796595805,0,0
665,49.35734684114936,0,0
666,50.096626500146584,0,0
667,40.70671929425109,0,1
668,42.02050906994442,0,0
669,25.024433327370655,0,1
670,30.3689920024801,0,0
671,40.05366272012007,1,1
672,52.39653469508258,0,0
673,32.452982797554306,0,0
674,42.36239410311708,0,0
675,50.69834338395087,1,1
676,47.59896411261137,0,0
677,40.4823473278312,0,1
678,36.46607978182381,1,1
679,47.52069574112691,1,0
680,35.34072337174991,1,1
681,39.050838956742666,0,0
682,54.25331320407397,0,0
683,49.72689635657076,1,0
684,66.60063559132202,1,1
685,52.64956011061373,0,0
686,49.578834656768294,0,0
687,32.67293881921155,0,0
688,24.741170464334488,1,1
689,65.0369028673326,0,0
690,46.5657062353202,0,0
691,40.678726206006225,0,0
692,24.035486849746274,0,0
693,73.01002889787885,0,0
694,45.80229404892242,0,0
695,49.83208884160922,1,0
696,46.97603608407027,0,0
697,49.560646150829015,0,0
698,42.5243802048439,0,1
699,31.411597623934803,0,0
700,53.476214170905685,0,0
701,53.481356098388645,0,0
702,52.86376120352263,0,1
703,35.44034300842625,0,1
704,48.3345101535233,0,0
705,49.61435135513253,1,0
706,74.69215933387474,0,0
707,72.57697145123346,1,1
708,48.39187642826387,0,0
709,34.99362431360572,1,0
710,38.95140968819202,1,0
711,42.74073774432755,0,0
712,57.00468782890823,0,0
713,53.59431960167649,0,1
714,54.97106565389483,0,0
715,47.81414163585634,1,1
716,55.69566978461744,1,0
717,25.507471625514746,1,1
718,32.66198415768025,0,0
719,32.950895279646915,1,0
720,46.848913809737326,1,0
721,48.68284143408477,0,0
722,29.504656271624317,0,0
723,40.98616659831139,1,1
724,50.43878422622592,0,0
725,42.48207873117659,1,0
726,58.16301678122112,0,1
727,61.347698715166075,1,1
728,36.81358216647955,0,0
729,36.937792974090875,0,1
730,52.03921598549077,0,0
731,45.11052570789332,1,0
732,33.314972294876995,1,0
733,58.60248728080417,0,0
734,46.21775578919348,0,0
735,40.94053105845247,1,1
736,34.95634329279457,0,0
737,33.96299068010234,1,0
738,43.43442665994843,0,1
739,60.9872907615456,0,1
740,32.18331503699039,0,0
741,35.51784715003667,0,1
742,29.714731517021328,1,1
743,35.415571701125344,0,0
744,62.46923834409748,0,0
745,47.25998435728358,1,0
746,51.66968614206124,0,0
747,38.639144742482365,0,0
748,52.16765698404558,1,1
749,39.62826611596222,1,0
750,26.567500133853535,0,0
751,40.36724403794807,1,0
752,53.40508986140778,1,1
753,32.99779406084963,0,0
754,51.98718007040581,0,0
755,42.25579203640268,1,1
756,57.93776335139345,1,0
757,51.227075160898245,0,0
758,56.11391665258491,1,0
759,61.02850354375167,1,0
760,34.21618410035504,0,1
761,54.15450648964748,0,0
762,44.806726613522486,0,0
763,43.00116338529013,1,0
764,63.990968521964135,0,0
765,63.29470110523442,0,1
766,45.39946019950062,1,0
767,37.4456765722119,1,1
768,67.72567705445638,0,0
769,44.23755162902694,1,0
770,34.965993768621175,0,0
771,48.55223850092611,1,1
772,36.30375672968788,0,0
773,28.40253380800625,0,0
774,24.095645286274422,1,0
775,32.33857117014348,0,0
776,30.380641471319706,0,0
777,35.980155535601625,1,0
778,52.39708107256488,1,0
779,47.83683174785817,1,0
780,32.418958328351344,1,1
781,51.48387606902614,0,0
782,44.922880894829646,0,0
783,40.19562240200612,0,0
784,48.298918342313115,0,0
785,47.2693220508,1,0
786,35.30782279570055,0,1
787,23.575486107520682,0,0
788,36.40508044715877,0,0
789,50.86947325969999,1,1
790,24.689573250765896,0,0
791,47.49478077256825,0,0
792,49.77616082723355,0,0
793,35.960622848685674,1,1
794,33.002937500621265,0,0
795,63.9949660728182,1,0
796,54.54962518262121,1,0
797,33.45057493566685,0,1
798,28.65337278354495,1,0
799,52.60309651646543,1,0
800,41.41890552190289,1,0
801,53.67413694752238,0,0
802,50.02901735883164,0,0
803,40.4648588090158,1,0
804,42.24108237117259,0,1
805,58.741115842860914,1,0
806,35.13069910923914,1,1
807,27.947846971032067,1,0
808,39.463531538153184,0,0
809,42.29721458668093,0,0
810,34.208817171872866,1,0
811,46.379510332899834,1,1
812,48.64291514387407,0,0
813,48.4804976492769,1,1
814,48.12658901800859,1,0
815,41.20162925026173,0,0
816,57.19026374605207,0,0
817,48.44994191768014,0,0
818,56.216136498480054,0,0
819,34.191681560699905,0,1
820,48.384536088629005,1,1
821,42.2773201403603,0,1
822,48.95589971264915,0,0
823,51.11867809193404,0,0
824,28.841629982781797,0,0
825,37.510238766790096,1,1
826,36.331454938975234,0,1
827,45.87096804031616,0,0
828,39.495395779358866,1,1
829,45.14283109299653,0,1
830,40.81228424954375,0,0
831,45.23047843079974,0,0
832,48.63861090200911,0,0
833,44.16284476954539,0,1
834,41.091354989920305,0,0
835,43.36117732476845,0,0
836,53.597653290542084,1,0
837,43.015465585880435,0,0
838,31.05036573659553,0,0
839,39.50480147921688,1,1
840,47.73694014202453,0,0
841,49.69126509062968,1,1
842,47.89180123222744,0,0
843,45.369097207021326,1,1
844,38.93356929484006,0,0
845,31.938198994590927,0,1
846,48.36684288763126,0,0
847,64.53081716085366,1,0
848,53.597601112924295,0,1
849,56.317295553952036,0,0
850,50.394173189892925,0,0
851,43.733325275068474,1,0
852,57.33851164880011,0,0
853,52.026039421907356,1,1
854,43.07543966908549,0,0
855,32.236939026170795,0,1
856,38.9007755067975,0,1
857,42.48062766322384,0,1
858,37.478018293827226,0,0
859,36.518371555638794,0,0
860,43.65821468357645,1,0
861,33.3497234756247,0,1
862,45.43760196673894,0,0
863,62.91742772235972,0,0
864,57.30686363272767,0,0
865,57.20895802204327,0,1
866,27.03809254456517,0,0
867,63.41415340044968,0,0
868,41.00932075010733,1,0
869,49.82885607832522,1,0
870,68.21447927782238,0,0
871,46.4625333721764,0,0
872,29.797364922890214,1,0
873,22.450859563590747,0,1
874,44.99486935978036,0,0
875,33.4662569708417,0,0
876,37.37034563855347,1,1
877,46.26298669113304,1,0
878,49.59851796626687,0,0
879,43.0492086663304,0,0
880,54.4148461206353,0,1
881,39.39488824120018,1,1
882,46.096495110006295,0,0
883,42.79989077767083,0,0
884,41.96988322521051,1,1
885,49.00385488708357,0,0
886,43.26423519272711,1,1
887,40.0905669095526,0,0
888,54.49503954153256,0,0
889,18.0,0,1
890,39.882431811398284,1,0
891,58.30805338992008,1,0
892,56.82048345807112,1,0
893,43.943623106948166,0,0
894,29.51533835315042,1,1
895,38.343757770977014,0,0
896,39.41693602823706,0,0
897,33.551754993659145,1,0
898,47.2817699420786,0,1
899,44.90490326176357,0,0
900,59.77204991765075,0,0
901,31.76997114601338,0,0
902,35.04868511292102,0,0
903,52.3011362656433,0,0
904,58.69867756711667,0,1
905,33.299986055106096,1,0
906,46.218980008757946,1,0
907,32.64946055893472,0,1
908,29.397357855666254,0,0
909,37.25092616941704,0,0
910,34.4852245414323,0,1
911,45.48571674699974,0,0
912,24.62003488314986,1,1
913,48.368890281612295,0,0
914,50.29878990156637,0,0
915,41.68524948203989,0,0
916,63.588503191978035,0,1
917,53.32384767048374,1,1
918,67.19875404217582,1,0
919,34.49372408054259,0,1
920,46.09172560632406,1,1
921,41.14647958312809,0,1
922,36.615671222869146,1,1
923,45.97714086431581,1,0
924,36.0339930039772,0,0
925,40.77401481410749,0,0
926,38.67916905843792,0,0
927,51.55392690446085,0,0
928,30.99816957032622,1,1
929,46.85701877638499,0,0
930,38.677268858037685,0,0
931,50.11920806664996,1,0
932,40.703712260779376,1,1
933,35.77043847686094,0,1
934,53.674553455134095,0,0
935,32.58279793373396,0,0
936,40.49625104783294,0,0
937,36.32425335642858,1,0
938,24.775776909510657,0,0
939,37.498233347877324,0,0
940,38.806008572279005,0,0
941,46.25746435815064,0,0
942,45.10412612368464,1,0
943,49.59874058411023,1,1
944,50.38219061071041,0,0
945,40.83031846407717,0,1
946,50.076187267329956,0,1
947,32.34642102551726,1,0
948,52.388691264016074,1,0
949,40.11480667549433,0,1
950,57.677727784118616,1,0
951,52.013323934730586,1,0
952,26.158559509635623,0,0
953,32.64010628282056,1,0
954,39.54776241157806,0,0
955,32.341722285302694,0,1
956,31.677725535506468,0,0
957,36.21714414493843,0,0
958,29.997730644534563,0,0
959,49.999383643019804,1,0
960,43.40188695790998,0,1
961,41.049376835982564,1,0
962,65.30655885779295,0,0
963,29.939712442667,0,0
964,54.96634257084748,0,0
965,47.46226389445767,0,0
966,28.768818709910626,1,0
967,50.290675854882856,0,0
968,44.103342238127084,0,1
969,52.23952539834213,0,0
970,41.53725365724238,1,0
971,36.803866934090735,1,0
972,39.63921516434548,1,0
973,51.350838750874715,0,0
974,34.23589544623101,0,0
975,40.65167243027813,0,1
976,54.74255235515157,0,1
977,49.885250832150454,0,0
978,45.028481887625844,0,1
979,51.46762297281023,0,1
980,49.643967539402006,0,0
981,45.75718154279859,1,0
982,39.32184858331642,0,0
983,39.23041686284081,0,0
984,54.337915397503984,1,0
985,45.61465906390511,0,0
986,36.078815659453255,1,0
987,48.95200093795425,0,0
988,61.827876654016904,0,0
989,28.988869378735124,1,0
990,44.77543014820772,1,0
991,37.94145773165437,1,1
992,59.06200244438824,0,0
993,39.486355077602305,0,1
994,46.166426497517094,0,0
995,47.10440223380016,0,0
996,52.604169174645236,1,0
997,53.209208118263874,0,0
998,32.9502224236087,1,1
