ID,income,noproducts,didrespond
287,32210.399279121317,1,0
288,38291.4440942308,0,0
289,56915.992053673646,0,0
290,36620.37428679863,2,0
291,59101.70816295595,2,0
292,27015.529353843558,1,0
293,46955.366728179906,4,0
294,58906.42466947802,3,0
295,42491.76679706755,4,0
296,20660.71127007036,0,0
297,50305.816394713744,3,0
298,32579.10187918175,0,0
299,46618.832151781186,3,0
300,57785.16678431089,2,0
301,57732.398879102715,3,0
302,35201.47403845133,2,0
303,29570.74015773545,0,1
304,44148.84717491777,2,0
305,10524.411794838074,0,0
306,49392.09440688334,3,0
307,53437.76297126828,4,0
308,22333.328289048004,1,0
309,45260.1510647872,3,0
310,59912.773536887296,3,0
311,52700.274039359785,3,0
312,38388.2960186519,3,0
313,60291.307629545256,2,0
314,66466.51185236298,4,0
315,57691.87779941659,0,0
316,55649.373248972275,2,1
317,58974.08370103425,2,0
318,40460.15275785802,0,0
319,36916.967090976235,4,0
320,28334.33973746476,1,0
321,41259.29154212705,3,0
322,0.0,0,0
323,56346.78546159068,2,0
324,34368.57276731892,2,0
325,50052.38290967645,0,1
326,43663.287767764865,1,0
327,30190.049785956315,2,0
328,53365.261827043054,1,0
329,47301.381010708574,4,0
330,39088.968582072834,4,0
331,16513.644746770493,0,0
332,52957.3497501832,2,0
333,57859.51685223539,3,0
334,32067.152766788502,0,0
335,35271.24426181051,1,0
336,50337.42278039742,4,0
337,34116.890852835546,2,0
338,50928.43854442153,5,0
339,58811.20078225997,3,0
340,50108.269727147745,3,1
341,40570.602261373264,0,0
342,47062.656778781726,3,0
343,69460.0222529433,1,0
344,38352.51112971347,0,0
345,1170.5614958985898,0,0
346,54243.52248990082,3,0
347,47878.37354505279,2,0
348,31544.324591685072,0,0
349,41943.72448379506,3,0
350,62947.513016579855,1,0
351,41977.37377862795,3,0
352,26785.36538138325,2,0
353,37625.594206821974,1,0
354,48321.41772509043,1,0
355,34610.034952615846,2,0
356,42768.90709678424,0,0
357,57640.78877425601,1,0
358,24307.218484915702,2,0
359,52661.9943833671,6,0
360,47230.951049375915,1,0
361,19071.179980424047,0,0
362,47814.96536323468,4,0
363,55807.27274339876,3,0
364,29118.13108379071,2,0
365,47281.21628284711,4,0
366,49288.08295702813,1,0
367,24926.028767238375,1,0
368,21545.443114603444,2,0
369,46587.76608152958,5,0
370,40024.73494394349,3,0
371,55625.16772325474,4,0
372,47727.43725934844,4,0
373,33501.61094242562,1,0
374,49103.872083916816,0,0
375,31548.882318972956,1,0
376,58074.272409265934,3,0
377,55330.97593099591,1,0
378,49962.219827699235,2,1
379,48551.052186536406,4,0
380,43761.72068311523,5,0
381,41472.80931788179,2,0
382,33120.61427395724,3,1
383,32509.9828556886,0,0
384,53544.51030517962,3,0
385,30891.1202229399,2,0
386,47147.19316650933,2,0
387,32274.86526690187,2,0
388,41724.082163956555,4,0
389,43974.82284345117,1,0
390,27690.27271078255,2,0
391,42011.81863685991,2,0
392,41211.46043960315,3,0
393,41690.50213771711,3,0
394,47129.362669965005,4,0
395,13107.240297939876,1,0
396,20960.615466914125,0,0
397,38323.22309659642,0,0
398,30343.73392736063,2,0
399,31199.475981196585,1,0
400,54474.9287608655,4,0
401,40729.93846137364,1,0
402,2744.6742268800444,0,0
403,8311.362056308899,0,0
404,36280.14403214269,3,0
405,11511.927702238467,1,0
406,17941.900507903072,1,0
407,67892.09607792915,6,0
408,48889.27079301502,2,0
409,49587.49547688318,4,0
410,43189.74121519925,2,0
411,15097.125304991023,1,1
412,28116.510197244075,0,0
413,37768.832522169745,1,0
414,17483.848272824773,4,1
415,20694.28375348802,1,0
416,31608.663644603304,1,1
417,25789.11415941578,0,0
418,36978.154582619136,2,0
419,20475.655735950382,1,0
420,37636.34400522685,4,1
421,39602.2897183426,3,0
422,44465.1431805124,1,0
423,48314.25607050556,1,0
424,43148.902105234294,1,1
425,63229.040605390255,3,0
426,42897.52309552002,2,0
427,52749.66948499555,3,0
428,49232.61948621481,2,0
429,58476.01794065576,2,0
430,62825.71645436216,2,0
431,16954.087197200384,0,0
432,18546.06808668658,0,0
433,34214.655199879904,0,0
434,35754.16216910741,3,0
435,59176.53689467535,0,0
436,37019.61295686557,1,0
437,24545.817923695296,1,0
438,43109.63934800767,7,0
439,42768.108023930865,1,0
440,45288.57359417884,3,0
441,38293.67279797308,3,0
442,45201.75444775524,2,1
443,37576.19590339506,1,0
444,38406.37626806172,0,1
445,35410.91841895958,0,0
446,30738.189003160413,2,0
447,27953.55210690282,1,0
448,52629.38754761047,1,0
449,24914.385599756424,0,0
450,27018.228448091948,1,0
451,41104.48318479026,2,0
452,69895.94454455256,4,0
453,48760.39666286015,2,0
454,59884.079593263086,2,0
455,40638.47629458249,1,0
456,34128.40870251168,2,0
457,48582.8275692406,4,0
458,59180.05801940344,4,0
459,59374.487234597414,5,0
460,31704.414194376284,0,0
461,24930.141824365,1,0
462,34795.50983272393,1,0
463,74629.63553823752,2,0
464,63246.6180246738,3,0
465,19946.67796086715,2,0
466,47618.46199906861,2,0
467,41702.93891903441,2,0
468,65835.57036043427,3,0
469,47152.23725747063,2,0
470,34742.722221223616,1,0
471,46374.26874611774,5,0
472,58738.345497095506,3,0
473,37207.882246994835,5,0
474,44160.226834588146,1,0
475,30550.181314348923,0,0
476,58139.658445611945,0,0
477,27396.656430955503,4,0
478,37850.68409201693,2,0
479,60736.68706335242,3,0
480,50161.03243027019,3,0
481,23374.13773494074,2,0
482,29302.21851508659,2,0
483,41921.82689899686,2,1
484,69486.22321271768,2,0
485,8345.904230991775,0,1
486,64136.34495412717,3,0
487,49854.78323586986,0,0
488,23307.083569875904,1,0
489,46946.92096236583,3,0
490,40047.64234006321,1,0
491,52766.44157457037,1,0
492,70759.85156226145,0,0
493,44112.062873324954,1,0
494,36914.07761602456,1,0
495,52564.203367037095,4,0
496,73494.91793409629,6,0
497,37377.43301505994,4,0
498,825.9483371574715,0,0
499,54652.86478635742,2,0
500,41351.43671481843,2,0
501,67117.71102635121,3,0
502,43828.29054205773,1,0
503,55870.56323632576,1,0
504,32502.97462209108,3,0
505,52544.559529130354,3,0
506,33340.74528721477,2,0
507,56159.701294874896,1,0
508,44346.16376438198,1,0
509,55119.08558830364,3,0
510,52712.350284517655,7,0
511,64523.36728298975,3,0
512,11295.563030648533,0,0
513,48502.894037654594,1,1
514,54591.84641013081,3,0
515,46272.26111724441,0,0
516,32461.53408111804,0,0
517,22619.058959264694,1,0
518,36485.52936057074,0,1
519,48685.515780295296,2,0
520,66104.85308351109,3,0
521,43944.64052480912,1,0
522,43535.71738533255,2,0
523,30885.97820526607,0,0
524,29252.371330705002,3,0
525,52677.76658290637,3,0
526,39429.68514559726,1,0
527,40318.60720802405,1,0
528,39916.43896091469,1,0
529,35368.63820783255,2,0
530,19014.892815369418,0,0
531,5478.967022400724,1,0
532,24687.145253956674,2,0
533,30367.837256821243,3,0
534,32212.650840312624,0,0
535,20625.608516530883,0,0
536,50244.711425849506,3,0
537,43569.823522614315,2,0
538,33048.22830129482,0,0
539,60397.186817335794,2,0
540,54783.78081179083,0,0
541,16761.017605619207,0,0
542,45982.03086350098,2,0
543,18681.108208543475,1,0
544,53463.22846168414,2,0
545,42453.456126768,1,0
546,33477.9639157377,0,0
547,36997.85882719233,1,0
548,56184.183584112274,4,0
549,30927.936930714593,1,0
550,54631.39484825372,4,0
551,32514.917870592588,1,0
552,44364.8468816769,4,0
553,46152.89317022007,2,0
554,18474.274293042723,1,0
555,29183.80235826419,2,0
556,43512.54777400297,0,0
557,34753.28195496799,2,0
558,37465.00498282521,0,0
559,48216.87389966336,2,1
560,46866.116612179205,1,0
561,60790.8498484955,4,0
562,48870.22630059703,6,0
563,45681.704808680304,0,0
564,44739.31047245236,1,0
565,61431.827318341486,1,0
566,23674.592198289345,3,0
567,55787.047081130004,0,0
568,34632.66175563466,4,0
569,36404.80933129169,2,0
570,69395.56733893642,2,0
571,28582.707952959456,0,0
572,33879.46803538012,3,0
573,56002.61976138456,4,0
574,45224.07027864372,3,0
575,31380.840015889866,1,0
576,29451.697590986045,2,0
577,36528.08411786308,0,0
578,57333.57811231793,1,0
579,52412.26965955328,2,0
580,47443.993449319205,2,0
581,27626.54128260431,3,0
582,44228.65213564558,1,0
583,44368.72740546339,1,0
584,13777.276624157457,1,0
585,34024.80905023106,1,0
586,40793.88402058545,2,0
587,57912.279580460134,6,0
588,27442.60400543738,2,0
589,44539.73399945964,0,0
590,57694.11736339261,1,0
591,21394.536089779387,1,0
592,33472.90933598142,1,0
593,45648.315802125195,3,0
594,25208.488982547497,0,0
595,57756.11540926082,2,0
596,0.0,0,0
597,25524.688158548648,0,0
598,28541.25400237952,2,0
599,57433.920109128536,0,0
600,50336.77535111316,2,0
601,50302.88526086451,3,0
602,40630.066428130005,1,0
603,22106.659419468775,1,0
604,71122.83583603262,9,0
605,35736.03783229564,3,0
606,43822.92789673475,5,0
607,73602.28835585414,3,0
608,34502.07784709689,3,0
609,38498.95127047518,7,0
610,44867.9670453034,2,0
611,38858.088976519764,1,0
612,17265.979446803758,0,0
613,43791.24383133756,3,0
614,38445.56507484222,0,0
615,27335.09966884699,3,0
616,33569.44771756542,4,0
617,51344.50629092369,4,0
618,32361.814040502224,0,0
619,51511.72434792192,2,0
620,54263.62048435377,1,0
621,59203.03656659082,4,0
622,51219.33267431261,0,0
623,43774.33131424936,2,0
624,51237.313408069764,3,1
625,48789.33395794316,0,0
626,52620.8266593768,4,0
627,44173.24945983731,3,0
628,40601.519931906914,1,0
629,48739.00543556317,2,0
630,4688.735274263432,0,0
631,4395.1644963364415,0,0
632,42800.51332676056,1,0
633,39899.3602508347,2,0
634,27259.935477750078,0,0
635,37828.847348161726,3,0
636,53236.41851197781,2,0
637,47273.84328307936,1,0
638,56435.34358522917,2,0
639,14125.231380799723,2,0
640,48415.00784916645,3,1
641,41810.49545016116,3,0
642,35936.19681625032,0,0
643,45379.003543505,2,0
644,57130.89657011374,3,0
645,0.0,0,0
646,64285.67121057733,5,0
647,57634.99926819124,5,0
648,30276.706552075593,2,0
649,50944.98208028087,1,1
650,33745.62444248959,1,0
651,42578.464377180426,0,0
652,56250.874432193836,3,0
653,24634.350208083328,0,0
654,16814.914618579598,1,0
655,50319.49521373665,5,0
656,74187.04936117209,2,0
657,49047.45601140544,0,0
658,28869.265073639104,0,0
659,50700.90638576192,3,0
660,45311.998010672025,0,0
661,52625.49741008761,1,0
662,26743.915398793906,4,0
663,35225.35265453781,1,0
664,50618.024474287166,3,0
665,53497.66857790319,1,0
666,49093.407726446254,5,0
667,44369.8486381864,0,0
668,61747.99775995899,3,0
669,53824.29133722055,2,0
670,58406.07838436944,3,0
671,23271.534099559136,0,0
672,53274.506630937256,1,0
673,37597.284396508454,4,0
674,30633.98342518467,1,0
675,36084.63970702732,2,0
676,47357.982803567014,0,0
677,63448.14661654449,3,0
678,19895.19331438405,1,0
679,31844.397309206375,1,0
680,10033.994901124552,1,0
681,44361.85423396121,5,0
682,43805.37796900659,1,0
683,57945.13934692004,2,0
684,43778.16678237636,0,0
685,61979.09349378762,1,0
686,47757.91787189049,0,0
687,41355.62294520307,1,0
688,8355.046620995236,0,0
689,58340.46370547678,4,0
690,13373.592158152598,0,0
691,58027.98020862766,4,0
692,60488.72693432192,1,0
693,42632.31416011773,1,0
694,53007.873983158934,4,0
695,29674.14440068968,1,0
696,47421.57830450661,1,0
697,57880.606011509415,3,0
698,28126.446785932174,2,0
699,51766.884244604305,2,0
700,36247.13694805862,1,0
701,31431.889472582272,3,0
702,5720.625752288004,0,0
703,42003.96540805373,3,0
704,37336.34493415435,1,0
705,32595.462239193337,1,0
706,40917.01340925604,4,0
707,0.0,0,0
708,39499.384914066584,1,0
709,27480.624691794044,1,0
710,29139.34733325126,1,0
711,36709.24191770986,3,0
712,40886.57765553684,1,0
713,30946.60707174523,0,0
714,26211.05855162542,0,0
715,15302.234819808195,0,0
716,33982.24089751361,1,0
717,31379.939190629244,0,0
718,21123.325270304285,1,0
719,52360.432946380664,2,0
720,38596.31065307007,3,0
721,46081.81267824951,2,0
722,61878.84183007869,3,0
723,23492.772229826845,2,0
724,48843.22256010057,2,0
725,17911.290288836113,1,0
726,34023.46747078751,1,0
727,7536.856379873974,0,0
728,62608.75028129309,0,0
729,23130.637590025035,2,0
730,46314.097161397134,0,0
731,46239.554097595574,2,0
732,38719.97044283964,1,0
733,45442.24438243078,4,0
734,72418.56318813653,6,0
735,48858.99449677748,1,0
736,51900.640932435366,3,0
737,32852.45715033419,1,0
738,47782.06911752565,3,0
739,53268.571593864486,5,0
740,50208.30804094314,1,0
741,47882.89171178016,1,0
742,35102.064508362215,3,0
743,41965.954632223235,2,0
744,49200.13898601654,0,0
745,40284.95839201386,1,0
746,30278.93884902278,0,0
747,57581.779920872425,5,0
748,8009.78846056727,0,0
749,7686.2009226533555,1,0
750,54000.618598194465,2,0
751,16997.000864591017,0,0
752,22286.85750075416,2,0
753,33702.269292004785,0,0
754,62706.72866676313,1,0
755,35896.26411719516,1,0
756,20987.856941906968,1,0
757,60373.46006348134,6,0
758,42865.7562347505,3,0
759,24638.658207030894,4,0
760,41055.09900155549,4,0
761,35982.81545669755,3,0
762,42573.32876067547,1,0
763,14974.314524970276,3,0
764,41008.50150085494,0,0
765,21232.482050255938,2,0
766,27957.596188155494,1,0
767,0.0,0,0
768,44223.193255122766,0,0
769,4970.332095007532,0,0
770,57010.54403987004,3,0
771,26876.637549952018,2,0
772,43675.91825760394,3,0
773,42632.346277910096,4,0
774,24947.182041068947,0,0
775,40311.130477082224,0,0
776,61107.07490420359,2,0
777,38781.548158711914,3,0
778,36621.47051949638,1,0
779,20834.0054726097,1,0
780,13998.175916054704,0,0
781,40888.334541250144,1,0
782,26230.870398384013,1,0
783,53184.489684961656,1,0
784,62709.52413665023,7,0
785,49486.72806747831,1,0
786,50824.2293466773,2,0
787,47244.54779861232,3,0
788,58716.763723685435,4,0
789,60265.80588138914,3,0
790,35180.530330432666,1,0
791,44207.339765293684,1,0
792,49655.814685075326,4,0
793,74481.80195706351,5,1
794,43174.31035880236,1,0
795,19997.935764644993,1,0
796,57299.54238128871,3,0
797,48578.23558518313,2,0
798,49514.25350172927,3,0
799,30030.119798261185,6,0
800,10908.372593202454,0,0
801,15407.48000989141,1,0
802,59939.4492803238,1,0
803,47241.66728780158,1,0
804,33784.808959022164,0,0
805,17496.75101828935,2,0
806,63973.352130788,3,0
807,45491.475507283874,0,0
808,64702.04513521508,4,0
809,48996.628142869566,0,0
810,28692.150518879414,2,0
811,26215.673571454958,3,0
812,63298.28878353959,5,0
813,53982.897851108384,3,0
814,26059.097362311255,0,0
815,40169.8312565931,3,0
816,60484.563942199864,1,0
817,37753.22805916237,3,0
818,41724.41567768395,2,0
819,56259.475599799436,3,0
820,42646.094188718176,2,0
821,50632.36610504969,1,1
822,62568.445639685655,0,0
823,36337.59632627061,2,0
824,55633.61654202716,0,0
825,21619.243591344868,2,0
826,45733.26662376531,5,1
827,43518.79366293644,4,0
828,25778.721778529914,3,0
829,31606.973400908915,0,0
830,37379.8420233268,2,1
831,64855.88073025053,3,0
832,43554.5231522515,0,0
833,33093.23114533118,3,0
834,43347.59461815788,2,0
835,54381.42575413297,3,0
836,21805.940882983326,1,0
837,42846.36523492248,7,0
838,51523.179785619504,4,0
839,58267.66468845216,1,0
840,41655.74147586776,4,0
841,10968.641804064435,2,0
842,49476.41522996066,4,0
843,48956.956663045974,5,0
844,53746.12407158801,5,0
845,41684.33463550729,0,0
846,55698.9196190557,2,0
847,20196.372355968877,1,0
848,34007.58565368459,1,0
849,24444.24785790988,2,0
850,42412.26389897894,1,0
851,37970.758878113054,1,0
852,21630.328033190915,1,0
853,0.0,0,0
854,34338.287545354644,2,0
855,0.0,0,1
856,31830.68398160005,2,0
857,30428.72774762495,0,0
858,48387.0651405225,2,0
859,52751.325840571306,1,0
860,33044.02438758611,1,0
861,40548.183222703876,2,0
862,47612.448582006844,2,0
863,42588.11369328421,5,0
864,37732.15011394633,0,0
865,44064.92323218396,3,0
866,43429.91600471049,2,0
867,56292.01136150129,4,0
868,39720.380528865935,0,0
869,37158.30205371042,4,0
870,35188.15861129029,1,0
871,41717.406748427646,0,0
872,27354.983883248067,1,0
873,30088.422503560934,0,0
874,52740.420969545696,5,0
875,48180.22963098677,0,0
876,19710.018614181536,0,0
877,35155.924480901165,2,0
878,37310.162645658274,1,0
879,51929.63562736638,4,0
880,61941.263990458625,2,0
881,17140.267285784976,3,0
882,46257.01519535358,1,0
883,36988.32931260498,2,0
884,20571.51112482931,0,0
885,52367.38027499469,1,0
886,62052.84755599042,3,0
887,37410.922458500645,2,0
888,53828.36906483177,0,0
889,23650.780385446946,0,0
890,40751.047966013386,3,0
891,25106.466560919664,2,0
892,11825.484633272175,1,0
893,40123.780505204166,3,0
894,3190.4775532473977,0,0
895,54216.5598614934,2,1
896,42878.306171934855,4,0
897,46123.314310652626,5,0
898,39581.93115602434,1,0
899,53677.045598763485,0,0
900,40110.31300441873,1,0
901,43551.1658795553,3,0
902,75294.9345734979,1,0
903,48764.46303815821,1,0
904,33986.068203918556,3,0
905,15638.498348292,2,1
906,28230.19737983027,1,0
907,44768.97970949761,5,0
908,48847.19433658908,1,0
909,46081.79710004373,1,0
910,58724.14482602547,0,0
911,48627.174682266035,3,0
912,24065.96414957747,0,0
913,56786.97484961669,1,0
914,40271.56347242191,3,0
915,57633.18140455223,2,0
916,54736.470134584444,2,0
917,45232.37625907767,1,0
918,30042.28276514553,2,0
919,36382.67291893704,3,1
920,17730.263624245687,0,0
921,31623.998744178814,1,0
922,54502.13183600818,5,0
923,47410.84053186599,6,0
924,60491.43505207972,2,0
925,50783.8621767349,4,0
926,42486.84391380367,1,0
927,50690.884741272275,3,0
928,25047.310747053736,5,0
929,49191.72881389675,2,0
930,50828.85107151395,1,0
931,29932.990637885556,1,0
932,35288.55472571068,1,0
933,34085.95560826909,3,0
934,57375.96069487127,3,0
935,43620.760684076005,3,0
936,47482.96076958019,0,0
937,39442.93431278769,2,0
938,24576.04043089553,2,0
939,52618.73648036168,0,0
940,47556.46131958515,2,0
941,48382.3119051288,4,0
942,49618.12954153984,1,0
943,14240.434219465591,1,0
944,52421.5984780658,4,0
945,37131.425368693526,1,0
946,59474.67998929286,1,0
947,11836.667508014281,0,0
948,36900.57527957566,1,0
949,68785.78292775969,5,0
950,46361.8019515584,2,0
951,44148.13478673774,0,0
952,63658.450978861,5,1
953,24922.64446097983,1,0
954,34638.33721601289,1,0
955,46220.760791869,1,0
956,37640.67468167814,1,0
957,36025.42878656144,0,0
958,61052.72020213099,2,0
959,26011.784745288463,1,1
960,36933.91895659396,2,0
961,27149.676585794507,0,0
962,37753.96505567703,4,0
963,39696.295251224416,1,0
964,36437.53667371742,2,1
965,53687.41163254246,3,1
966,62652.379963151325,4,0
967,35790.5107697156,1,0
968,24939.260115288394,1,1
969,44892.72869698194,3,0
970,46153.939500914836,3,0
971,29887.608091135826,1,0
972,29533.724946017923,2,0
973,66351.65039331748,0,0
974,40914.96377688819,2,0
975,35651.8851154282,1,0
976,33740.29693244408,0,1
977,34765.43224878282,3,0
978,43031.22240473267,5,0
979,53238.89788204657,4,0
980,61018.8950319109,7,0
981,53329.686963809836,1,0
982,55524.80004491013,3,0
983,63069.15743275991,4,0
984,47146.98478440065,0,0
985,59608.2817595724,5,0
986,43793.37097336714,5,0
987,53659.662151350574,0,0
988,47167.36846362729,1,0
989,32368.365012298367,3,0
990,32998.89451808739,1,0
991,46228.914771512005,1,0
992,48752.134182204754,5,0
993,21545.127399073768,3,0
994,53222.68078966389,1,0
995,52700.4880385031,3,0
996,33283.632933304936,0,0
997,58616.653099527255,4,0
998,17160.895319111463,0,0
999,33764.174048408706,4,0
1000,34771.90394883761,0,0
